New Strategy:
n = 75, alpha = 0.005, jump = 1, goal_margin = 1.50, MAX_TIME = inf h
Blocksize strategy selection process: -401683.590409 --> -401683.590409, len_BS = 1
Blocksize strategy selection process: -442.980690 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -378.093700 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -322.711236 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -275.441093 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -235.111289 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -200.672623 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -171.278470 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -146.189917 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -124.776289 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -106.506672 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -90.052848 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -86.151261 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -82.418711 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -78.847877 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -75.426522 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -72.158628 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -69.032317 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -66.041455 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -63.175795 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -60.438670 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -57.820132 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -55.315044 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -52.914822 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -50.622260 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -48.429023 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -46.330810 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -44.320431 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -42.400225 --> -40.563212, len_BS = 72
Blocksize strategy selection process: -40.563212 --> -40.563212, len_BS = 72
len(BS) = 72
Time cost for generating Strategy: 107.347405 s
[16.902999273798116,16.860841253845294,16.818671922823988,16.776490909652605,16.734297811340515,16.692092201513244,16.64987363383254,16.607641637530676,16.56539571462221,16.523135346888623,16.480860002583842,16.438569174230295,16.3962624153776,16.35394169700657,16.311608896453052,16.26926579867735,16.226914097492873,16.18455539675393,16.142191211502695,16.09982296907518,16.05745201016609,16.01507958985247,15.972706878575837,15.930334963082716,15.887964847323168,15.845597453307152,15.803233621918293,15.760874113684752,15.718519609506762,15.676170711340449,15.633827942837375,15.59149174993945,15.54916250142853,15.506840489430271,15.464525929871579,15.422218962891106,15.379919653202185,15.33762799040756,15.29534388926534,15.253067189905577,15.210797657996967,15.168534984863104,15.126278787547978,15.084028608830394,15.041784820191586,14.999551386705534,14.95732942467778,14.915119388997526,14.872920762558431,14.83073266977777,14.788554291838093,14.746384494633652,14.704222993769093,14.662068366742496,14.619919667913425,14.577775098158252,14.535634085007885,14.493494874211228,14.451356002233714,14.4092157832755,14.36707277116333,14.324925397756497,14.28277177975598,14.240610421697937,14.1984393204805,14.156256733551023,14.11406041057896,14.07184867058812,14.029619468354023,13.987370622043482,13.945099734388796,13.902804567811932,13.86048323571141,13.81813343030097,13.775753447840888,13.733340590738658,13.690892535753179,13.648407057668532,13.605881470231909,13.56331382074434,13.520701252791618,13.478041535591066,13.435332679401409,13.392572331715465,13.349757901935357,13.306887311072142,13.263958977217085,13.220974216197515,13.177937199473385,13.13502977803148,13.092246793226236,13.049583089459825,13.007033512325147,12.964592906705278,12.922256114826977,12.880017974265952,12.8378733159012,12.795816961815945,12.753843723142339,12.711948397847308,12.670125768456527,12.628370599713715,12.586677636172231,12.54504159971596,12.50345718700647,12.461919066853367,12.420421877504921,12.378960223855998,12.337528674570517,12.296121759115872,12.254733964706935,12.213359733157748,12.171993457639363,12.130629479343021,12.089262084048643,12.04788549859966,12.006493887286464,11.96508134814255,11.923641909159379,11.882169524428683,11.840727601563886,11.799593272724199,11.758551201147524,11.717551626724033,11.676520212642943,11.635428890400645,11.594281205957406,11.553052113257168,11.511805955205404,11.470454861871898,11.429034177127331,11.38747728454086,11.345876884186618,11.304141452572429,11.262291666211366,11.220308992141604,11.178210240226072,11.135984616634303,11.093606329305693,11.05110340095559,11.008435290144739,10.96562009766597,10.92261702313241,10.879467697030618,10.836142431270058,10.792628701241107,10.748907775625739,10.704989591726507,10.66089897512651,10.616601645469705,10.57214184354102,10.527441375441787,10.482526404670466,10.437402191489731,10.392031045945853,10.346466800078026,10.300637949310648,10.254589844610413,10.208338848696608,10.161855071735125,10.115117860689635,10.068164050882816,10.02102987011964,9.973936893374704,9.927106350988145,9.894048170995518,9.860722370576198,9.827124025761266,9.793248072638674,9.759089302143668,9.724642354624828,9.6899017141766,9.654861702728946,9.619516473884946,9.583860006497126,9.547886097973644,9.511588357305742,9.474960197808544,9.437994829568034,9.400685251588214,9.363024243633859,9.325004357766264,9.286617909571818,9.247856969086415,9.208713351422565,9.169178607111233,9.129244012176407,9.088900557968332,9.04813894079078,9.00694955136963,8.965322464224812,8.923247427025647,8.880713850032347,8.837710795753889,8.794226968987148,8.750250707444536,8.711123886387822,8.693366703456642,8.659336183869158,8.62156639308732,8.578115165028896,8.53247082253494,8.48703961081997,8.439623490587833,8.397080365819642,8.34775419107414,8.30104455908873,8.249135870517883,8.204228879812907,8.152231072442776,8.101690325319467,8.049608185388397,7.9986875171944805,7.946819646208501,7.892838914879754,7.8408632688963715,7.78564129106867,7.731647891828356,7.6743657811306685,7.620101335842913,7.563404656016224,7.505567641589307,7.446099851406499,7.387190037933437,7.329994536075185,7.269987014101098,7.21317931950978,7.150188222448662,7.088971048598906,7.027944412302245,6.963806407159413,6.903566536671982,6.837627713538591,6.77491630994135,6.713245581796419,6.649070445211351,6.583072243781079,6.519656928113348,6.45881455466732,6.414853083307876,6.387967552158475]
MinStrategy is: [51, 77, 77, 77, 77, 77, 77, 77, 77] + pump(99,142,22) , ['51 * 1 (-342845.723206) , cost = 132.5888 s', '77 * 8 (-3471.395435) , cost = 1485.0936 s'] + pump(99,142,22)
[51,77,77,77,77,77,77,77,77]
Time cost for pnj-BKZ = 0.45 h,
Time cost for pump = 0.96 h,
Total time cost = 1.41 h.
