New Strategy:
n = 80, alpha = 0.005, jump = 1, goal_margin = 1.50, MAX_TIME = inf h
Blocksize strategy selection process: -1957390.266499 --> -1957390.266499, len_BS = 1
Blocksize strategy selection process: -200.672623 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -171.278470 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -146.189917 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -124.776289 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -106.506672 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -90.052848 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -86.151261 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -82.418711 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -78.847877 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -75.426522 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -72.158628 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -69.032317 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -66.041455 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -63.175795 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -60.438670 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -57.820132 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -55.315044 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -52.914822 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -50.622260 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -48.429023 --> -46.330810, len_BS = 78
Blocksize strategy selection process: -46.330810 --> -46.330810, len_BS = 78
len(BS) = 78
Time cost for generating Strategy: 112.264389 s
[17.099266604213906,17.06000721403311,17.02071364294541,16.981387360582275,16.942029773384036,16.902642225196317,16.863225997842214,16.823782311670037,16.78431232607629,16.74481714000372,16.70529779241402,16.66575526273498,16.626190471281653,16.58660427965121,16.54699749109107,16.507370850839937,16.467725046441203,16.428060708028354,16.388378408581822,16.348678664156783,16.308961934081353,16.26922862112467,16.229479071634238,16.189713575641953,16.149932366938245,16.110135623113724,16.070323465567707,16.03049595948313,15.99065311376717,15.950794880957204,15.910921157091584,15.87103178154488,15.831127199030611,15.791210489308908,15.75128265191158,15.711344202875235,15.671394945283058,15.631434416706325,15.591462192824075,15.551477614756156,15.511480642621418,15.471470399997283,15.431446355352428,15.391407347712434,15.35135310995535,15.311282505789476,15.271194606603435,15.231088316065494,15.190962708319995,15.150816763472235,15.110649225644547,15.070459117746166,15.030245085826927,14.990005961164554,14.949740197537714,14.90944665987787,14.869123941129713,14.828770528303915,14.788384744375204,14.747965022879777,14.707510048656118,14.667018192538622,14.626488262169136,14.585918331792916,14.545306743123973,14.504651903719923,14.463951877305849,14.423205258687537,14.3824099750121,14.341564405037175,14.300667098751873,14.259716335246104,14.218710213260614,14.17764720041336,14.136526123901051,14.095347932286272,14.054115672012314,14.012961260121989,13.97188140643615,13.930872805215749,13.889932133977235,13.849056052269606,13.808241200411397,13.767484198185665,13.726781643491151,13.686130110947595,13.645526150453142,13.604966285691743,13.56444701258838,13.523964797709837,13.4835160766088,13.443097252108918,13.402704692528514,13.362334729840615,13.321983657766937,13.281647729803627,13.241323157176502,13.201006106723813,13.160692698704626,13.120379004531259,13.080061044424518,13.039734784990975,12.999396136722083,12.959040951415764,12.918665019521947,12.878264067414944,12.837833754596899,12.797369670838616,12.756918322915588,12.716683109897245,12.676506989197291,12.636353785925127,12.596169172893093,12.555932562437615,12.515646479589186,12.47529249162282,12.434917654734532,12.394457567009505,12.353937959815335,12.31330988517948,12.272641058962014,12.231864337685954,12.190994625687535,12.150018128661188,12.108946925242767,12.067772896418944,12.026476898999835,11.98507919064202,11.943549822574967,11.901901749449118,11.860104780727351,11.818189074133526,11.776132596366054,11.733925827773255,11.691554668498648,11.649025998231675,11.606357643854306,11.563524154547446,11.520557577571209,11.477400290879878,11.43407100526323,11.39057317344963,11.346878768556701,11.30302678780097,11.258964456165453,11.214724514320775,11.170318564987523,11.125724337680444,11.080926263000764,11.03595088126405,10.990824385320588,10.945708984849352,10.900767202181179,10.873643691445299,10.84634930842622,10.81888160044093,10.791238059558344,10.76341612091226,10.735413160950085,10.70722649561435,10.67885337845406,10.650290998662662,10.621536479039356,10.592586873870179,10.56343916672524,10.534090268168262,10.504537013374351,10.474776159651757,10.4448043838632,10.414618279742058,10.384214355098548,10.353589028910728,10.322738628294983,10.291659385350334,10.260347433870677,10.228798805918771,10.197009428255582,10.16497511861819,10.132691581839268,10.100154405800875,10.06735905721489,10.034300877222261,10.00097507680294,9.967376731988006,9.933500778865412,9.899342008370404,9.864895060851568,9.830154420403339,9.795114408955687,9.759769180111688,9.724112712723873,9.688138804200388,9.651841063532492,9.61521290403529,9.578247535794786,9.540937957814972,9.503276949860615,9.465257063993018,9.426870615798578,9.388109675313173,9.348966057649328,9.309431313337994,9.269496718403166,9.229153264195089,9.188391647017534,9.14720225759639,9.10557517045157,9.063500133252404,9.0209665562591,8.977963501980641,8.934479675213899,8.890503413671281,8.851376592614566,8.833619409683385,8.799588890095901,8.761819099314064,8.718367871255639,8.672723528761683,8.627292317046713,8.579876196814576,8.537333072046385,8.488006897300883,8.441297265315473,8.389388576744626,8.34448158603965,8.292483778669519,8.24194303154621,8.18986089161514,8.138940223421224,8.087072352435245,8.033091621106498,7.981115975123115,7.925893997295413,7.871900598055099,7.814618487357412,7.760354042069656,7.703657362242967,7.64582034781605,7.5863525576332425,7.52744274416018,7.470247242301928,7.410239720327841,7.353432025736523,7.290440928675405,7.229223754825649,7.1681971185289886,7.104059113386156,7.043819242898725,6.977880419765334,6.915169016168093,6.853498288023162,6.7893231514380945,6.7233249500078225,6.659909634340091,6.5990672608940635,6.555105789534619,6.528220258385218]
MinStrategy is: [77, 77, 77, 77, 77, 77, 77, 77, 77, 105] + pump(109,148,22) , ['77 * 9 (-23220.316238) , cost = 1798.0245 s', '105 * 1 (-8978.134538) , cost = 11173.3678 s'] + pump(109,148,22)
[77,77,77,77,77,77,77,77,77,105]
Time cost for pnj-BKZ = 3.60 h,
Time cost for pump = 2.49 h,
Total time cost = 6.10 h.
