Start Pump Cost Test Experiment, test 1 times for each blocksizes
1. fixed beta = 110, threads = 32, gpus = 2 

Starting a pnjBKZ-110 tour for dim=220. 
Intial Slope = -0.08116

 k:0, b:91, f:0 , RAM cost: 0.1809 GB 
 k:0, b:92, f:1 , RAM cost: 2.3339 GB 
 k:0, b:93, f:2 , RAM cost: 2.3520 GB 
 k:0, b:94, f:3 , RAM cost: 2.3570 GB 
 k:0, b:95, f:4 , RAM cost: 2.3644 GB 
 k:0, b:96, f:5 , RAM cost: 2.3687 GB 
 k:129, b:91, f:0  , RAM cost: 2.4377 GB  
[34.529253005981445, 30.609549045562744, 36.36238980293274, 39.31230545043945, 43.70163059234619, 42.73566269874573, 45.863276958465576, 45.0220468044281, 46.519169092178345, 49.19249677658081, 47.1648907661438, 45.504323959350586, 47.56204390525818, 49.35947012901306, 50.0340142250061, 49.962443828582764, 51.01357960700989, 52.35916996002197, 54.6773476600647, 55.7416934967041, 56.71476459503174, 56.70672678947449, 58.814563512802124, 59.18273878097534, 59.25056004524231, 59.239562034606934, 59.53807997703552, 59.823930501937866, 63.355509757995605, 59.844324350357056, 64.06317043304443, 63.28591847419739, 64.18395066261292, 67.54256939888, 64.50108885765076, 63.876484394073486, 65.543377161026, 69.71076679229736, 67.57626342773438, 65.49858236312866, 68.83586239814758, 69.87075996398926, 70.94643306732178, 70.52269291877747, 69.3940761089325, 72.14073038101196, 72.2605631351471, 72.04061913490295, 71.43568229675293, 75.84186816215515, 69.35205578804016, 74.63641047477722, 72.11797904968262, 78.98002576828003, 75.21929931640625, 79.39587998390198, 73.881422996521, 79.08350419998169, 80.08471751213074, 76.55811166763306, 77.85170149803162, 76.38025426864624, 80.75390005111694, 80.1957356929779, 85.17105412483215, 79.06355786323547, 87.10658669471741, 84.07549810409546, 83.74770331382751, 87.11334180831909, 87.57692217826843, 83.20672726631165, 82.91222071647644, 81.58897876739502, 85.2938117980957, 83.47775459289551, 84.68326187133789, 89.01869010925293, 91.05532670021057, 87.53610801696777, 87.32830858230591, 85.90717768669128, 87.47348761558533, 85.17069125175476, 97.41787242889404, 96.3122718334198, 97.67685675621033, 91.21539068222046, 94.32827973365784, 92.99886584281921, 92.73641014099121, 97.06252384185791, 100.09583187103271, 100.5704972743988, 98.57973718643188, 96.11111974716187, 97.99072003364563, 100.91021394729614, 93.32662558555603, 101.60110926628113, 100.17687702178955, 106.850919008255, 96.7539291381836, 100.6116771697998, 100.58766293525696, 99.40829849243164, 105.38073897361755, 98.85779166221619, 103.21968746185303, 102.58766865730286, 107.16856002807617, 102.00315117835999, 104.66657042503357, 107.44149136543274, 111.27459955215454, 104.72176122665405, 103.14041209220886, 106.59770584106445, 116.01459455490112, 108.8029432296753, 109.26523613929749, 108.63926815986633, 112.63197779655457, 113.35535740852356, 116.35989761352539, 109.7208366394043, 117.70486211776733, 117.93276643753052, 113.16317582130432, 113.55767512321472, 110.60701870918274, 116.25237441062927, 115.41534972190857, 116.67615938186646, 110.97521901130676, 105.86825966835022, 107.78446102142334, 109.15266060829163, 109.91254758834839, 111.72432112693787, 110.62894463539124, 101.10192775726318, 104.07022762298584, 102.10976147651672, 102.56262302398682, 104.5877161026001, 103.87956142425537, 98.413015127182, 99.4884877204895, 102.33447003364563, 102.59104132652283, 96.83154392242432, 91.90063619613647, 92.49031591415405, 90.64068961143494, 85.2889301776886, 34.35730242729187, 26.632089138031006, 31.44601798057556, 26.771493434906006, 56.057453632354736]
slope: -0.04434, walltime: 13520.279 sec

Starting a pnjBKZ-110 tour for dim=240. 
Intial Slope = -0.07491

 k:0, b:91, f:0 , RAM cost: 2.4882 GB 
 k:0, b:92, f:1 , RAM cost: 2.4676 GB 
 k:0, b:93, f:2 , RAM cost: 2.4691 GB 
 k:0, b:94, f:3 , RAM cost: 2.4690 GB 
 k:0, b:95, f:4 , RAM cost: 2.4695 GB 
 k:0, b:96, f:5 , RAM cost: 2.4695 GB 
 k:0, b:97, f:6 , RAM cost: 2.4694 GB 
 k:0, b:98, f:7 , RAM cost: 2.4694 GB 
 k:0, b:99, f:8 , RAM cost: 2.4694 GB 
 k:0, b:100, f:9 , RAM cost: 2.4694 GB 
 k:0, b:101, f:10 , RAM cost: 2.4694 GB 
 k:0, b:102, f:11 , RAM cost: 2.4693 GB 
 k:0, b:103, f:12 , RAM cost: 2.4713 GB 
 k:0, b:104, f:13 , RAM cost: 2.4712 GB 
 k:0, b:105, f:14 , RAM cost: 2.4712 GB 
 k:0, b:106, f:15 , RAM cost: 2.4710 GB 
 k:0, b:107, f:16 , RAM cost: 2.4711 GB 
 k:0, b:108, f:17 , RAM cost: 2.4723 GB 
 k:0, b:109, f:18 , RAM cost: 2.4720 GB 
 k:0, b:110, f:19 , RAM cost: 2.4720 GB 
 k:0, b:111, f:20 , RAM cost: 2.4720 GB 
 k:0, b:112, f:21 , RAM cost: 2.4721 GB 
 k:0, b:113, f:22 , RAM cost: 2.4722 GB 
 k:0, b:114, f:23 , RAM cost: 2.4721 GB 
 k:0, b:115, f:24 , RAM cost: 2.4721 GB 
 k:0, b:116, f:25 , RAM cost: 2.4730 GB 
 k:0, b:117, f:26 , RAM cost: 2.4733 GB 
 k:0, b:118, f:27 , RAM cost: 2.4736 GB 
 k:0, b:119, f:28 , RAM cost: 2.4736 GB 
 k:0, b:120, f:29 , RAM cost: 2.4742 GB 
 k:0, b:121, f:30 , RAM cost: 2.4742 GB 
 k:0, b:122, f:31 , RAM cost: 2.4742 GB 
 k:1, b:122, f:31 , RAM cost: 2.4745 GB 
 k:2, b:122, f:31 , RAM cost: 2.4759 GB 
 k:3, b:122, f:31 , RAM cost: 2.4761 GB 
 k:4, b:122, f:31 , RAM cost: 2.4761 GB 
 k:5, b:122, f:31 , RAM cost: 2.4761 GB 
 k:6, b:122, f:31 , RAM cost: 2.4762 GB 
 k:7, b:122, f:31 , RAM cost: 2.4761 GB 
 k:8, b:122, f:31 , RAM cost: 2.4762 GB 
 k:9, b:122, f:31 , RAM cost: 2.4763 GB 
 k:10, b:122, f:31 , RAM cost: 2.4762 GB 
 k:11, b:122, f:31 , RAM cost: 2.4762 GB 
 k:12, b:122, f:31 , RAM cost: 2.4762 GB 
 k:13, b:122, f:31 , RAM cost: 2.4763 GB 
 k:14, b:122, f:31 , RAM cost: 2.4766 GB 
 k:15, b:122, f:31 , RAM cost: 2.4765 GB 
 k:16, b:122, f:31 , RAM cost: 2.4766 GB 
 k:17, b:122, f:31 , RAM cost: 2.4787 GB 
 k:18, b:122, f:31 , RAM cost: 2.4784 GB 
 k:19, b:122, f:31 , RAM cost: 2.4787 GB 
 k:20, b:122, f:31 , RAM cost: 2.4786 GB 
 k:21, b:122, f:31 , RAM cost: 2.4787 GB 
 k:22, b:122, f:31 , RAM cost: 2.4786 GB 
 k:23, b:122, f:31 , RAM cost: 2.4787 GB 
 k:24, b:122, f:31 , RAM cost: 2.4788 GB 
 k:25, b:122, f:31 , RAM cost: 2.4790 GB 
 k:26, b:122, f:31 , RAM cost: 2.4791 GB 
 k:27, b:122, f:31 , RAM cost: 2.4792 GB 
 k:28, b:122, f:31 , RAM cost: 2.4792 GB 
 k:29, b:122, f:31 , RAM cost: 2.4790 GB 
 k:30, b:122, f:31 , RAM cost: 2.4796 GB 
 k:31, b:122, f:31 , RAM cost: 2.4796 GB 
 k:32, b:122, f:31 , RAM cost: 2.4794 GB 
 k:33, b:122, f:31 , RAM cost: 2.4798 GB 
 k:34, b:122, f:31 , RAM cost: 2.4798 GB 
 k:35, b:122, f:31 , RAM cost: 2.4800 GB 
 k:36, b:122, f:31 , RAM cost: 2.4800 GB 
 k:37, b:122, f:31 , RAM cost: 2.4799 GB 
 k:38, b:122, f:31 , RAM cost: 2.4802 GB 
 k:39, b:122, f:31 , RAM cost: 2.4801 GB 
 k:40, b:122, f:31 , RAM cost: 2.4798 GB 
 k:41, b:122, f:31 , RAM cost: 2.4806 GB 
 k:42, b:122, f:31 , RAM cost: 2.4807 GB 
 k:43, b:122, f:31 , RAM cost: 2.4806 GB 
 k:44, b:122, f:31 , RAM cost: 2.4812 GB 
 k:45, b:122, f:31 , RAM cost: 2.4815 GB 
 k:46, b:122, f:31 , RAM cost: 2.4816 GB 
 k:47, b:122, f:31 , RAM cost: 2.4815 GB 
 k:48, b:122, f:31 , RAM cost: 2.4816 GB 
 k:49, b:122, f:31 , RAM cost: 2.4816 GB 
 k:50, b:122, f:31 , RAM cost: 2.4815 GB 
 k:51, b:122, f:31 , RAM cost: 2.4816 GB 
 k:52, b:122, f:31 , RAM cost: 2.4816 GB 
 k:53, b:122, f:31 , RAM cost: 2.4816 GB 
 k:54, b:122, f:31 , RAM cost: 2.4815 GB 
 k:55, b:122, f:31 , RAM cost: 2.4815 GB 
 k:56, b:122, f:31 , RAM cost: 2.4816 GB 
 k:57, b:122, f:31 , RAM cost: 2.4818 GB 
 k:58, b:122, f:31 , RAM cost: 2.4818 GB 
 k:59, b:122, f:31 , RAM cost: 2.4821 GB 
 k:60, b:122, f:31 , RAM cost: 2.4821 GB 
 k:61, b:122, f:31 , RAM cost: 2.4822 GB 
 k:62, b:122, f:31 , RAM cost: 2.4822 GB 
 k:63, b:122, f:31 , RAM cost: 2.4822 GB 
 k:64, b:122, f:31 , RAM cost: 2.4821 GB 
 k:65, b:122, f:31 , RAM cost: 2.4822 GB 
 k:66, b:122, f:31 , RAM cost: 2.4821 GB 
 k:67, b:122, f:31 , RAM cost: 2.4822 GB 
 k:68, b:122, f:31 , RAM cost: 2.4822 GB 
 k:69, b:122, f:31 , RAM cost: 2.4824 GB 
 k:70, b:122, f:31 , RAM cost: 2.4828 GB 
 k:71, b:122, f:31 , RAM cost: 2.4830 GB 
 k:72, b:122, f:31 , RAM cost: 2.4831 GB 
 k:73, b:122, f:31 , RAM cost: 2.4830 GB 
 k:74, b:122, f:31 , RAM cost: 2.4830 GB 
 k:75, b:122, f:31 , RAM cost: 2.4831 GB 
 k:76, b:122, f:31 , RAM cost: 2.4832 GB 
 k:77, b:122, f:31 , RAM cost: 2.4831 GB 
 k:78, b:122, f:31 , RAM cost: 2.4830 GB 
 k:79, b:122, f:31 , RAM cost: 2.4831 GB 
 k:80, b:122, f:31 , RAM cost: 2.4830 GB 
 k:81, b:122, f:31 , RAM cost: 2.4832 GB 
 k:82, b:122, f:31 , RAM cost: 2.4829 GB 
 k:83, b:122, f:31 , RAM cost: 2.4831 GB 
 k:84, b:122, f:31 , RAM cost: 2.4829 GB 
 k:85, b:122, f:31 , RAM cost: 2.4835 GB 
 k:86, b:122, f:31 , RAM cost: 2.4841 GB 
 k:87, b:122, f:31 , RAM cost: 2.4841 GB 
 k:88, b:122, f:31 , RAM cost: 2.4840 GB 
 k:89, b:122, f:31 , RAM cost: 2.4841 GB 
 k:90, b:122, f:31 , RAM cost: 2.4840 GB 
 k:91, b:122, f:31 , RAM cost: 2.4841 GB 
 k:92, b:122, f:31 , RAM cost: 2.4842 GB 
 k:93, b:122, f:31 , RAM cost: 2.4840 GB 
 k:94, b:122, f:31 , RAM cost: 2.4842 GB 
 k:95, b:122, f:31 , RAM cost: 2.4842 GB 
 k:96, b:122, f:31 , RAM cost: 2.4840 GB 
 k:97, b:122, f:31 , RAM cost: 2.4839 GB 
 k:98, b:122, f:31 , RAM cost: 2.4841 GB 
 k:99, b:122, f:31 , RAM cost: 2.4840 GB 
 k:100, b:122, f:31 , RAM cost: 2.4841 GB 
 k:101, b:122, f:31 , RAM cost: 2.4843 GB 
 k:102, b:122, f:31 , RAM cost: 2.4841 GB 
 k:103, b:122, f:31 , RAM cost: 2.4843 GB 
 k:104, b:122, f:31 , RAM cost: 2.4842 GB 
 k:105, b:122, f:31 , RAM cost: 2.4843 GB 
 k:106, b:122, f:31 , RAM cost: 2.4843 GB 
 k:107, b:122, f:31 , RAM cost: 2.4846 GB 
 k:108, b:122, f:31 , RAM cost: 2.4846 GB 
 k:109, b:122, f:31 , RAM cost: 2.4847 GB 
 k:110, b:122, f:31 , RAM cost: 2.4848 GB 
 k:111, b:122, f:31 , RAM cost: 2.4848 GB 
 k:112, b:122, f:31 , RAM cost: 2.4848 GB 
 k:113, b:122, f:31 , RAM cost: 2.4848 GB 
 k:114, b:122, f:31 , RAM cost: 2.4846 GB 
 k:115, b:122, f:31 , RAM cost: 2.4848 GB 
 k:116, b:122, f:31 , RAM cost: 2.4848 GB 
 k:117, b:122, f:31 , RAM cost: 2.4848 GB 
 k:118, b:122, f:31 , RAM cost: 2.4848 GB 
 k:119, b:121, f:30 , RAM cost: 2.4847 GB 
 k:120, b:120, f:29 , RAM cost: 2.4848 GB 
 k:121, b:119, f:28 , RAM cost: 2.4850 GB 
 k:122, b:118, f:27 , RAM cost: 2.4851 GB 
 k:123, b:117, f:26 , RAM cost: 2.4850 GB 
 k:124, b:116, f:25 , RAM cost: 2.4851 GB 
 k:125, b:115, f:24 , RAM cost: 2.4850 GB 
 k:126, b:114, f:23 , RAM cost: 2.4850 GB 
 k:127, b:113, f:22 , RAM cost: 2.4848 GB 
 k:128, b:112, f:21 , RAM cost: 2.4849 GB 
 k:129, b:111, f:20 , RAM cost: 2.4850 GB 
 k:130, b:110, f:19 , RAM cost: 2.4850 GB 
 k:131, b:109, f:18 , RAM cost: 2.4849 GB 
 k:132, b:108, f:17 , RAM cost: 2.4850 GB 
 k:133, b:107, f:16 , RAM cost: 2.4851 GB 
 k:134, b:106, f:15 , RAM cost: 2.4850 GB 
 k:135, b:105, f:14 , RAM cost: 2.4851 GB 
 k:136, b:104, f:13 , RAM cost: 2.4850 GB 
 k:137, b:103, f:12 , RAM cost: 2.4851 GB 
 k:138, b:102, f:11 , RAM cost: 2.4851 GB 
 k:139, b:101, f:10 , RAM cost: 2.4851 GB 
 k:140, b:100, f:9 , RAM cost: 2.4850 GB 
 k:141, b:99, f:8 , RAM cost: 2.4851 GB 
 k:142, b:98, f:7 , RAM cost: 2.4850 GB 
 k:143, b:97, f:6 , RAM cost: 2.4850 GB 
 k:144, b:96, f:5 , RAM cost: 2.4850 GB 
 k:145, b:95, f:4 , RAM cost: 2.4850 GB 
 k:146, b:94, f:3 , RAM cost: 2.4850 GB 
 k:147, b:93, f:2 , RAM cost: 2.4848 GB 
 k:148, b:92, f:1 , RAM cost: 2.4850 GB 
 k:149, b:91, f:0  , RAM cost: 2.4851 GB  
[19.104130506515503, 19.43372941017151, 21.49097514152527, 26.84422731399536, 31.71649408340454, 28.396154165267944, 26.81000566482544, 25.27748966217041, 25.07750678062439, 26.150773286819458, 25.4172842502594, 27.11153483390808, 28.905030965805054, 31.092756032943726, 30.710522890090942, 31.767698049545288, 32.62472677230835, 34.2860586643219, 35.80003356933594, 39.48218250274658, 40.9253876209259, 44.78916621208191, 45.008827924728394, 47.168304681777954, 51.88735771179199, 53.202712297439575, 54.62282633781433, 54.24217915534973, 55.36246681213379, 55.99534797668457, 59.23685932159424, 61.98063325881958, 61.396240234375, 63.15379476547241, 64.7983250617981, 64.71214723587036, 67.03555607795715, 65.25356793403625, 68.05806279182434, 69.18961095809937, 68.32816624641418, 74.43810105323792, 70.49639868736267, 73.4183943271637, 74.81218481063843, 74.25986909866333, 73.69844889640808, 71.77709412574768, 74.84359931945801, 75.54631304740906, 77.66574382781982, 75.8715181350708, 75.04787731170654, 74.2854254245758, 72.40918636322021, 75.23150110244751, 79.42486047744751, 78.217520236969, 80.94563102722168, 80.47051739692688, 83.73204255104065, 80.88100719451904, 79.37798976898193, 80.81224060058594, 82.73929834365845, 84.99383044242859, 79.263263463974, 83.80582785606384, 81.63723850250244, 85.45806097984314, 87.27668333053589, 89.8865807056427, 82.79349422454834, 85.05448889732361, 85.22192311286926, 82.07561802864075, 84.44396877288818, 88.14148545265198, 87.69661068916321, 88.54117012023926, 87.83170866966248, 94.22483611106873, 93.5379569530487, 91.73669528961182, 89.46167016029358, 91.50340557098389, 94.31953763961792, 91.27814984321594, 97.05711960792542, 99.68503212928772, 99.0501880645752, 94.32858157157898, 99.0601577758789, 97.15742778778076, 94.12834358215332, 96.01701712608337, 99.59325742721558, 100.92342495918274, 104.21534514427185, 99.76003408432007, 102.52450609207153, 101.70625805854797, 97.25551438331604, 101.48602938652039, 108.92676544189453, 100.82494521141052, 108.21279573440552, 111.63941979408264, 103.03911805152893, 102.21533918380737, 105.92455172538757, 102.07321667671204, 104.3309018611908, 106.25048446655273, 102.74883008003235, 110.85255694389343, 111.71298241615295, 113.09569644927979, 112.83555841445923, 113.19607973098755, 106.55648899078369, 118.63736653327942, 116.3889639377594, 115.91683506965637, 112.70955324172974, 115.23850703239441, 115.49422144889832, 118.80946731567383, 122.28494167327881, 115.35002946853638, 117.68578124046326, 113.14306354522705, 117.09248280525208, 124.37185645103455, 114.96555399894714, 121.84255647659302, 124.21694421768188, 122.54818415641785, 124.56736540794373, 121.60102915763855, 124.03463196754456, 122.8379921913147, 122.26508951187134, 125.15838432312012, 126.84891748428345, 126.82233119010925, 127.04814147949219, 118.55049920082092, 115.92808198928833, 127.69588351249695, 118.22237944602966, 126.75811314582825, 128.04114270210266, 121.45626878738403, 125.88682532310486, 118.66100454330444, 118.0542151927948, 113.76010155677795, 116.06391620635986, 124.08559918403625, 124.40536689758301, 127.39670872688293, 121.17910885810852, 128.04213428497314, 117.22452783584595, 118.43913197517395, 116.43933963775635, 109.2949275970459, 108.57550573348999, 108.92193865776062, 105.66673636436462, 80.33113145828247, 25.76116442680359, 23.21563410758972, 20.261180639266968, 20.232120752334595, 25.28861665725708, 24.53933095932007, 22.281068801879883, 20.161142826080322, 40.022830963134766]
slope: -0.04607, walltime: 15624.178 sec

Starting a pnjBKZ-110 tour for dim=260. 
Intial Slope = -0.06787

 k:0, b:91, f:0 , RAM cost: 2.5544 GB 
 k:0, b:92, f:1 , RAM cost: 2.5836 GB 
 k:0, b:93, f:2 , RAM cost: 2.5856 GB 
 k:0, b:94, f:3 , RAM cost: 2.5855 GB 
 k:0, b:95, f:4 , RAM cost: 2.5862 GB 
 k:0, b:96, f:5 , RAM cost: 2.5862 GB 
 k:0, b:97, f:6 , RAM cost: 2.5872 GB 
 k:0, b:98, f:7 , RAM cost: 2.5872 GB 
 k:0, b:99, f:8 , RAM cost: 2.5886 GB 
 k:0, b:100, f:9 , RAM cost: 2.5885 GB 
 k:0, b:101, f:10 , RAM cost: 2.5886 GB 
