New Strategy:
n = 80, alpha = 0.005, jump = 1, goal_margin = 1.50, MAX_TIME = inf h
Blocksize strategy selection process: -1957390.266499 --> -1957390.266499, len_BS = 1
Blocksize strategy selection process: -1572.560711 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -1342.214935 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -1145.689191 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -977.870764 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -712.378418 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -608.030549 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -519.003335 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -442.980690 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -378.093700 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -322.711236 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -275.441093 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -235.111289 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -200.672623 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -171.278470 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -146.189917 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -124.776289 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -106.506672 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -90.052848 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -86.151261 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -82.418711 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -78.847877 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -75.426522 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -72.158628 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -69.032317 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -66.041455 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -63.175795 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -60.438670 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -57.820132 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -55.315044 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -52.914822 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -50.622260 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -48.429023 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -46.330810 --> -44.320431, len_BS = 80
Blocksize strategy selection process: -44.320431 --> -44.320431, len_BS = 80
len(BS) = 80
Time cost for generating Strategy: 119.046622 s
[17.1848182997463,17.145566634266274,17.106278219987118,17.066954650200962,17.027597453778082,16.988208095810975,16.948787978234627,16.909338440422736,16.869860759759707,16.830356152188184,16.79082577273186,16.751270715993304,16.711692016626497,16.672090649783765,16.63246753153676,16.592823519271125,16.553159412054445,16.513475950977053,16.473773819465283,16.434053643566667,16.39431599220659,16.35456137741589,16.314790254528905,16.27500302235132,16.23520002329735,16.19538154349555,16.155547812862814,16.11569900514577,16.075835237929198,16.03595657261067,15.996063014341056,15.95615451193027,15.91623095771785,15.876292187408042,15.836338642072313,15.796373397856875,15.756397450707542,15.716411313102647,15.676414784594698,15.636407399251654,15.596388729276466,15.556358112339893,15.516315505138556,15.476260027854321,15.436191145586797,15.396107694018813,15.3560094027118,15.315895132083421,15.275763950257437,15.235614757662871,15.195446625230279,15.155258529876434,15.115049212560248,15.07481769305247,15.034562614289197,14.994282804459022,14.95397671427589,14.913643205630805,14.873280868452083,14.832888186757948,14.792463480554435,14.75200518043263,14.711511968309352,14.670982212120586,14.630414716632865,14.589807553239083,14.549159060823664,14.508467644137257,14.467731364120443,14.426948812816798,14.386117914633386,14.345237045609768,14.30430475303882,14.263319313335892,14.222278822588692,14.181181745783505,14.140026907506583,14.098815253731123,14.057549828331942,14.016362567174726,13.975250177072157,13.934209349305661,13.893236758440537,13.852329061102749,13.811482894715615,13.770694876194566,13.72996160059803,13.689279639732467,13.648645540709548,13.608055824453292,13.567506984155019,13.526995483673899,13.486517755880785,13.446070200943034,13.405649184547983,13.365251036062718,13.32487204662784,13.284508467182958,13.244156506421707,13.203812328674266,13.163472051715512,13.123131744497243,13.082787424803174,13.042435056825987,13.00207054866625,12.961689749753756,12.921288448192875,12.880862368034684,12.840407166480222,12.79991843102111,12.759442666175357,12.719183268776407,12.678983194023283,12.63880626483179,12.598598151841559,12.558338265237012,12.518029127917123,12.477652305045691,12.437254850727625,12.396772360976914,12.356230565109684,12.315580513121466,12.274889918859754,12.234091636854156,12.19320056946648,12.152202920435537,12.11111076646018,12.069915986608535,12.028599435790444,11.987181369780298,11.94563183794332,11.903963793083452,11.862147042834653,11.820211743109294,11.77813585881154,11.735909868512557,11.693519670595629,11.65097214300674,11.608285110901003,11.565433121748898,11.522448221116422,11.47927278527986,11.435925523366985,11.392409886459976,11.348697846045962,11.304828397726487,11.260748764884976,11.216491686607691,11.172068764045953,11.127457725160188,11.082642999012092,11.03765112439238,10.992508292640983,10.947376711940944,10.902418903141381,10.8752953924055,10.848001009386424,10.820533301401138,10.792889760518552,10.76506782187247,10.737064861910293,10.708878196574558,10.680505079414266,10.651942699622872,10.623188179999564,10.594238574830387,10.565090867685447,10.535741969128471,10.506188714334558,10.476427860611963,10.446456084823405,10.416269980702266,10.38586605605876,10.355240729870943,10.324390329255202,10.293311086310558,10.2619991348309,10.230450506878993,10.198661129215802,10.166626819578408,10.134343282799485,10.101806106761096,10.06901075817511,10.035952578182485,10.002626777763167,9.969028432948239,9.93515247982565,9.90099370933064,9.866546761811803,9.831806121363579,9.796766109915927,9.761420881071924,9.725764413684107,9.689790505160628,9.65349276449273,9.616864604995536,9.579899236755029,9.542589658775213,9.504928650820856,9.466908764953256,9.428522316758816,9.389761376273407,9.350617758609562,9.311083014298227,9.271148419363396,9.230804965155325,9.190043347977777,9.148853958556632,9.10722687141181,9.06515183421264,9.022618257219344,8.979615202940893,8.936131376174158,8.89215511463154,8.853028293574832,8.835271110643651,8.801240591056168,8.76347080027433,8.720019572215906,8.67437522972195,8.62894401800698,8.581527897774842,8.538984773006652,8.48965859826115,8.44294896627574,8.391040277704892,8.346133286999917,8.294135479629785,8.243594732506477,8.191512592575407,8.140591924381491,8.088724053395511,8.034743322066765,7.982767676083381,7.927545698255679,7.8735522990153655,7.816270188317678,7.762005743029922,7.7053090632032335,7.647472048776317,7.588004258593509,7.529094445120447,7.471898943262195,7.411891421288107,7.3550837266967894,7.292092629635672,7.230875455785916,7.169848819489255,7.1057108143464225,7.045470943858992,6.979532120725601,6.91682071712836,6.855149988983428,6.790974852398361,6.724976650968089,6.661561335300358,6.60071896185433,6.556757490494886,6.529871959345485]
MinStrategy is: [76, 76, 76, 77, 77, 77, 77, 77, 77, 105] + pump(111,148,22) , ['76 * 3 (-292646.601660) , cost = 592.4715 s', '77 * 6 (-23220.316238) , cost = 1209.2910 s', '105 * 1 (-8978.134538) , cost = 11283.9952 s'] + pump(111,148,22)
[76,76,76,77,77,77,77,77,77,105]
Time cost for pnj-BKZ = 3.63 h,
Time cost for pump = 2.49 h,
Total time cost = 6.13 h.
