New Strategy:
n = 90, alpha = 0.005, jump = 1, goal_margin = 1.50, MAX_TIME = inf h
Blocksize strategy selection process: -97473046.470189 --> -97473046.470189, len_BS = 1
Blocksize strategy selection process: -43914.202999 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -37523.323634 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -32062.515551 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -27398.323555 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -23411.017201 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -20005.374282 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -17093.971480 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -14606.268137 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -12481.467953 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -10665.027018 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -9113.566292 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -7787.259567 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -5686.006370 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -4858.515985 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -4151.738897 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -3547.532043 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -3031.256037 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -2590.293751 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -2213.325623 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -1891.349151 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -1616.099153 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -1380.906573 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -1180.023602 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -1008.293547 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -861.615265 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -736.223505 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -629.080137 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -537.566714 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -459.334075 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -392.513918 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -335.390962 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -286.581168 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -244.891688 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -209.252348 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -178.812031 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -152.789331 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -130.553742 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -111.561854 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -95.326142 --> -81.030885, len_BS = 84
Blocksize strategy selection process: -81.030885 --> -81.030885, len_BS = 84
len(BS) = 84
Time cost for generating Strategy: 226.535130 s
[17.999485579660984,17.999485579660984,17.971803536556028,17.937802813882406,17.90380193510747,17.86980072626266,17.835798993586053,17.801796523388173,17.76779308190658,17.733788415148908,17.69978224872391,17.66577428766014,17.631764216211877,17.597751697651805,17.563736374050045,17.529717866039128,17.49569577256438,17.46166967061933,17.427639114965686,17.39360363783736,17.35956274862823,17.325515933563135,17.291462655351793,17.25740235282524,17.22333480026391,17.18926121186615,17.1551816890682,17.121096080821374,17.08700385723748,17.052904350176775,17.018796917216534,16.984680793596368,16.950555555023694,16.91642032901781,16.882274433809055,16.848116850170268,16.813947046717505,16.779764025158027,16.745566902279954,16.71135470667798,16.677126561853804,16.642881543051637,16.60861859979205,16.574336834664418,16.540035148065233,16.505712542225403,16.471367816115016,16.43699999254423,16.402607948416215,16.36819050398258,16.333746390896682,16.299274400799355,16.26477346211051,16.230242333760845,16.195680011955762,16.1610850959451,16.126456329220797,16.091792490864677,16.057092173206737,16.022354255910887,15.987577256566894,15.952759936430702,15.91790114961038,15.882999603446322,15.848053906771192,15.813062867630887,15.778025489444161,15.742941929177896,15.707813491607322,15.672771783385947,15.637814976757678,15.602941244843137,15.568148761352326,15.533435700292014,15.498800235667709,15.46424054117994,15.429754789914664,15.395341154027474,15.360997804421462,15.32672291041839,15.292514639422905,15.25837115657956,15.224290624422288,15.19027120251602,15.156311047090174,15.122408310663616,15.088561141660751,15.054767684018412,15.021026076783095,14.98733445369821,14.953690942780856,14.920093665887723,14.886540738269655,14.853030268114356,14.819560356076792,14.78612909479672,14.752734568402804,14.719374852002733,14.68604801115875,14.652752101347968,14.619485167406758,14.586245242958608,14.55303034982461,14.519838497415947,14.486667682107452,14.453515886591521,14.420381079211417,14.387261213273124,14.354154226334717,14.321058039472337,14.287970556521639,14.25488966329366,14.221813226763956,14.188739094233792,14.15566509246213,14.122589026767127,14.089508680095733,14.056421812059984,14.023326157938499,13.99021942764163,13.9570993046386,13.923963444845043,13.890809475469101,13.85763499381438,13.82443756603778,13.791214725860431,13.75796397322964,13.724682772929917,13.691368553141015,13.658018703940918,13.624630575751745,13.591201477726464,13.557728676074458,13.524209392323996,13.490640801519756,13.457020030353789,13.423344155228463,13.38961020025025,13.355815135153648,13.321955873155016,13.288029268736711,13.254032115362868,13.21996114312915,13.185813016350082,13.151584331089346,13.117315497174541,13.083182004661246,13.04904935618832,13.01488689507352,12.980648296524759,12.94631620827153,12.91189314359648,12.877363578466042,12.842768328420544,12.808052333090618,12.77323802926352,12.738283607528682,12.703247607359668,12.668072575984084,12.632771596118761,12.597333065761102,12.56176763263429,12.526068572967649,12.490219663533285,12.454238567733764,12.418099759786475,12.381814602730223,12.345357339496587,12.308754115754304,12.271986191552319,12.235045569889468,12.197920299304329,12.160616466892233,12.12314958800927,12.085497949756707,12.047689294648904,12.00967422608247,11.971468976325195,11.933076666022512,11.894473325434255,11.855692636240263,11.816689339391033,11.777491713797968,11.738109882446278,11.6985248272812,11.658723270917228,11.618728159149128,11.578562168186949,11.538365066729703,11.498277076504497,11.473729619536801,11.449045905673827,11.424224214120736,11.399262789901012,11.374159842931123,11.348913547063574,11.32352203909713,11.297983417752809,11.272295742614268,11.246457033031094,11.22046526698343,11.194318379906331,11.168014263472156,11.141550764329182,11.114925682794617,11.08813677149998,11.061181733986896,11.034058223251016,11.006763840231939,10.97929613224665,10.951652591364061,10.923830652717978,10.895827692755798,10.867641027420067,10.839267910259771,10.810705530468375,10.781951010845066,10.753001405675885,10.723853698530943,10.694504799973966,10.664951545180056,10.635190691457462,10.605218915668907,10.575032811547766,10.544628886904256,10.514003560716437,10.483153160100695,10.452073917156048,10.420761965676387,10.389213337724483,10.357423960061295,10.325389650423903,10.293106113644983,10.260568937606592,10.22777358902061,10.194715409027982,10.16138960860866,10.127791263793728,10.093915310671136,10.05975654017613,10.025309592657289,9.990568952209061,9.955528940761406,9.920183711917407,9.884527244529588,9.848553336006104,9.812255595338204,9.775627435841004,9.738662067600494,9.701352489620673,9.66369148166632,9.625671595798723,9.587285147604277,9.548524207118874,9.509380589455024,9.469845845143691,9.429911250208866,9.389567796000788,9.348806178823237,9.307616789402086,9.265989702257269,9.223914665058103,9.181381088064802,9.138378033786344,9.094894207019603,9.050917945476991,9.011791124420277,8.994033941489096,8.960003421901613,8.922233631119774,8.878782403061349,8.833138060567393,8.787706848852423,8.740290728620288,8.697747603852097,8.648421429106595,8.601711797121183,8.549803108550337,8.504896117845362,8.452898310475229,8.40235756335192,8.35027542342085,8.299354755226934,8.247486884240955,8.193506152912208,8.141530506928826,8.086308529101123,8.032315129860809,7.9750330191631225,7.920768573875367,7.864071894048678,7.806234879621761,7.746767089438953,7.687857275965891,7.630661774107639,7.570654252133552,7.513846557542234,7.450855460481116,7.38963828663136,7.328611650334699,7.264473645191867,7.204233774704436,7.138294951571045,7.075583547973804,7.013912819828873,6.949737683243805,6.883739481813533,6.820324166145802,6.759481792699775,6.71552032134033,6.688634790190929]
MinStrategy is: [97, 97, 117, 117, 117, 122, 122] + pump(141,170,24) , ['97 * 2 (-37942200.076938) , cost = 19301.9636 s', '117 * 3 (-464493.859796) , cost = 59800.9179 s', '122 * 2 (-180808.126976) , cost = 86185.3678 s'] + pump(141,170,24)
[97,97,117,117,117,122,122]
Time cost for pnj-BKZ = 45.91 h,
Time cost for pump = 50.22 h,
Total time cost = 96.14 h.
